place,reviews
Gun Hill,You can go to top of the hill either by road which is stiff and narrow or by rope way which is chargeable Rs.75/- p.p.So almost all prefer to go by rope way thus increasing the waiting time at rope way to almost an hour during season time. But what you see once you go to top by…
Gun Hill,The long queue of tourists wanting to go up the rope way is no indication of the place. Other than a quick ride on the ropeway there is no other plus with this attraction. The top is terrible with unhygienic food stalls and vendors selling cheap Chinese stuff. The views are not…
Gun Hill,This place called Gun Hill is a cable car ride from the mall road. It's a small 5 minute ride but we walked up. The walk is steep but when you reach the top the view of the snow capped mountains from the back is really good.
Gun Hill,Now that trolly ride have been closed I don't know what the charm is to go to gun hill. But in October 2019 I enjoyed the ride with my family and that was the only meaning to get to the top. Otherwise nothing is special there. You will feel cheated on top as from many places the…
Gun Hill,"The gun hill point is a lovely place to visit. The ride via the ropeway was enjoyable, there are small shops at gun hill point, which has many activities for every member of the family.."
Gun Hill,From the Mall road you need to walk up about 1.5 to 2 kilometers to take ropeway to gun hill point. The walk is comfortable with food stalls to keep you entertained. The ropeway here is really pathetic. They fill quite a number of people in one cable car. People even go…
Gun Hill,In olden times a huge gun kept atop this hill would fire ar 12 noon for all to adjust time. It no longer has a gun but binoculars to view the captivating panorama from closer look. The Himalayan snow clad peaks to one side while the sprawling Mussoorie town and the vast Doon…
Gun Hill,"Whole mussorie is below expectation , Shimla and nainital are better than mussorie, Seems only snowfall is the only reason nowadays people can go to mussorie else there is not much good restaurants on mall road , and hill top is also very normal , my hotel balcony view was…"
Gun Hill,Give this a miss. There’s nothing to see here but cheap shops offering silly games and photo booths.
Gun Hill,The views can be amazing on a clear day.The ride is also good(125/- per person) There are few activities that are available. Good place to visit.
Gun Hill,"I chose to walk up instead of using the trolley. So I can honestly say that it’s a good physical challenge, but you get great views along the way. Up at the top it’s like a fairground attraction. It’s low season and some of the attractions were shut. Most of those were for…"
Gun Hill,"I don’t really understand y mussorie is known as the queen of hillstations. With loads of hopes to make sweet memories , chose mussorie to celebrate our wedding anniversary but turned out to be the worst one. There is nothing much to do there . Gunn hill, Kempty falls , Lal…"
Gun Hill,"This is a must visit if you are in Mussoorie. We almost missed it. The cable car gives amazing hill side views. & there is a telescope point on the hill. You must check out the amazing view of the Himalayas, snow capped mountains, Tehri Village etc. from the telescopes. It is…"
Gun Hill,The view is beautiful but the place has been destroyed by illegal encroachment by locals - not even one spot is left vacant for tourist to have a view of the valley - the local authorities are responsible for encouraging encroachment. The view point is being illegally occupied…
Gun Hill,"At the mall road, from the square you may take cycle rickshaw and reach the ropeway ticket counter. After buying ticket @125 per person, you wait for your turn. The gun hill is a flat view point at the hill top. You get a nice view of Hills, valley, snow laden distant hills…"
Gun Hill,The rope way is available from Mall Road to Gunhill. However it is only a view point with telescope available at the hill. Lots of shops providing entries are situated at the sight.
